ts,vault_id,count,min,25perc,50perc,75perc,max
2023-04-01,1113,746,80.0,38439.36809571229,38445.911861308494,38458.28399985807,67990.0
2023-04-01,1095,742,381.0,16516.380954697328,18339.54418530087,22339.3243007434,45442.0
2023-04-01,1093,751,215.0,48502.733400901816,48501.04008709091,48505.94209647749,48514.0
2023-04-01,1098,742,4021.0,17752.173295707107,19856.9329717098,22944.013410987453,47505.0
2023-04-01,1117,744,125.0,18102.701067793478,20721.95288515896,22272.56638617097,37638.0
2023-04-01,1110,759,267.0,17131.730937194072,19213.31448279589,22409.01565165289,69759.0
2023-04-01,1115,728,602.0,14866.293344527317,17018.375124339556,21282.345110120074,38060.0
2023-04-01,1091,729,139.0,49135.883307013915,49144.04209151025,49152.46772145516,61178.0
2023-04-01,1102,768,2773.0,17868.789908268784,20798.253314014542,23561.90432741279,71085.0
2023-04-01,1116,757,380.0,15498.26398103225,17554.137929194116,19722.190072688652,85188.0
2023-04-01,1097,729,78.0,18095.439805349975,21116.17708191562,23064.233817636337,77804.0
2023-04-01,1099,717,428.0,15100.797286335224,18051.65923731161,22558.63275217563,76005.0
2023-04-01,1096,713,47.0,47050.4003511767,47054.69858643459,47056.06960062091,69690.0
2023-04-01,1105,745,95.0,17391.472037122003,19332.498557476913,22232.663979735396,43248.0
2023-04-01,1109,758,95.0,17062.106207453842,19471.143025288602,21779.697100081412,84375.0
2023-04-01,1106,734,95.0,16424.924438439695,18385.656001989508,21137.776181409423,76511.0
2023-04-01,1118,733,127.0,37499.697944886706,37505.51559833023,37510.1959189922,37526.0
2023-04-01,1101,714,356.0,15623.063062604515,18323.913187585014,22353.733440802927,45754.0
2023-04-01,1108,723,665.0,16863.516972430443,19288.14496378554,22605.809518337424,41573.0
2023-04-01,1100,713,2823.0,18649.778869890266,20527.610587439587,23698.761115320816,72014.0
2023-04-01,1092,745,0.0,48857.187828924034,48861.88602871301,48868.472813858556,60002.0
2023-04-01,1090,736,111.0,49355.78924765187,49449.271730399785,49455.130244471395,75989.0
2023-04-01,1104,724,95.0,14835.470934186962,17437.936126025772,21588.30457629813,45042.0
2023-04-01,1114,715,1660.0,17467.55603724414,18740.01414331844,21491.056269113276,81516.0
2023-04-01,1111,731,570.0,39381.11371735428,39398.11696010693,39405.341289442425,39417.0
2023-04-01,1094,722,519.0,16472.392400597866,17833.314466600463,21632.680606933627,44624.0
2023-04-01,1107,742,558.0,16151.930703527309,17869.45865933139,22147.52736111662,42896.0
2023-04-01,1103,741,188.0,14359.459996995116,17774.165054293517,20967.986437374286,70511.0
2023-04-01,1119,747,253.0,17383.181585729675,19167.97936468084,22454.506373985554,36794.0
2023-04-01,1120,717,94.0,35992.74952467614,35996.63773315512,36002.97391663529,42532.0
2023-04-01,1112,745,142.0,17079.667798908773,18598.685907304247,22421.024376415942,51007.0
2023-04-02,1116,712,412.0,15514.89820885614,17366.063395107765,19635.503246298635,85204.0
2023-04-02,1107,734,1838.0,16211.798494068978,17908.091096508877,22207.846970191873,42916.0
2023-04-02,1111,740,778.0,39421.89613598542,39417.99264116002,39428.14970592333,39442.0
2023-04-02,1118,735,143.0,37526.048447478366,37530.15923632116,37534.3043996036,37542.0
2023-04-02,1115,748,618.0,14915.086835117501,16930.779642657362,21266.917650707666,38091.0
2023-04-02,1104,715,127.0,14872.92788309267,17466.677229050998,21522.44888321753,45063.0
2023-04-02,1119,737,285.0,17409.08131507274,18878.475078669788,22302.98138759312,36865.0
2023-04-02,1094,733,550.0,16555.645850795834,17913.87337558418,21455.91818863285,44645.0
2023-04-02,1091,723,0.0,49158.264825296435,49166.146380607526,49173.50062050593,69780.0
2023-04-02,1102,714,142.0,18102.965070930517,21832.705142930437,23651.00888398226,65933.0
2023-04-02,1101,731,388.0,15688.425534992693,19349.611426593332,22947.891881661773,45770.0
2023-04-02,1090,727,16.0,49447.541664630604,49470.427343632815,49483.84572162689,76021.0
2023-04-02,1105,687,111.0,17433.36092910306,19385.405094351307,22078.300829458327,43266.0
2023-04-02,1108,694,697.0,16927.62243052436,20019.22456008354,22664.871932806796,41598.0
2023-04-02,1106,750,3160.0,16510.823968328685,18482.63111157409,21347.968965337994,76782.0
2023-04-02,1103,744,204.0,14744.473099408457,17934.430099278034,20956.937155255877,70527.0
2023-04-02,1099,721,741.0,15050.979900847911,18010.17874452957,22638.701229113016,57142.0
2023-04-02,1092,731,16.0,48882.31557260294,48886.73247247312,48893.4847260116,60033.0
2023-04-02,1120,756,109.0,36009.64753361127,36017.724785703846,36024.19149759517,36036.0
2023-04-02,1097,754,110.0,18260.082795069105,21037.447040843406,23036.248132141976,76699.0
2023-04-02,1095,720,397.0,16518.715149582986,18105.488508572547,22321.849605152398,45200.0
2023-04-02,1110,790,79.0,17248.29205374119,18467.39497370372,22550.80585364851,69775.0
2023-04-02,1093,749,31.0,48465.695162918666,48524.8362871088,48530.42943213894,48538.0
2023-04-02,1117,718,125.0,18018.160427706505,20958.364841243514,22436.317520585835,37662.0
2023-04-02,1100,737,2345.0,18677.029017624936,20774.189768230135,23689.57648978891,68498.0
2023-04-02,1112,743,174.0,17002.168385005418,18666.14413773498,22205.496516759416,51023.0
2023-04-02,1098,733,1958.0,17543.936387505917,20389.078112301755,23034.632789973522,70340.0
2023-04-02,1096,721,78.0,47074.45637346914,47080.514069821314,47082.89966202249,69805.0
2023-04-02,1109,728,111.0,17483.73373157279,19498.284632645897,21804.38844322874,84533.0
2023-04-02,1114,731,1675.0,17385.574168866468,18716.34060980256,21588.11491875055,38867.0
2023-04-02,1113,727,0.0,38463.27027074142,38467.68997584887,38481.287957740795,42750.0
2023-04-03,1107,726,606.0,16440.469005309387,18095.85143372081,22429.562384861565,42943.0
2023-04-03,1093,756,63.0,48534.82693838641,48548.956140971095,48554.51671811085,67739.0
2023-04-03,1094,720,5448.0,16694.208173748524,18050.50818591568,21740.72974501591,44672.0
2023-04-03,1111,733,158.0,39425.54192173114,39438.30128929596,39453.28582469175,39465.0
2023-04-03,1109,735,143.0,17473.767337361758,19476.057595448303,22102.105805381805,84564.0
2023-04-03,1092,731,79.0,48906.102314059164,48909.1604817091,48916.946544455495,60049.0
2023-04-03,1110,727,110.0,17172.18595401979,18819.375757706795,22650.912789066548,69807.0
2023-04-03,1100,718,775.0,18584.97473891005,20547.633935737824,23750.54654362783,69163.0
2023-04-03,1105,734,142.0,17466.83433412342,19180.059083018787,21796.074931997984,43300.0
2023-04-03,1103,749,235.0,14644.247772909479,18103.078678547237,21353.966624876495,70558.0
2023-04-03,1113,746,16.0,38485.89322310008,38492.176560463835,38508.459097671664,68037.0
2023-04-03,1106,711,3191.0,16441.884323066846,18323.868590771668,21092.11521308166,73780.0
2023-04-03,1115,719,1363.0,14901.957445795691,17049.606730747266,21385.77046647224,38066.0
2023-04-03,1108,744,713.0,16913.600203338112,20225.12463544913,22876.865693345913,41621.0
2023-04-03,1101,758,403.0,15677.54821963546,19148.26263667575,22923.37564222435,45797.0
2023-04-03,1091,734,47.0,49192.72301074972,49195.64371083981,49199.90884261689,69811.0
2023-04-03,1099,754,491.0,15355.762236322946,19239.289037409846,22793.017522235292,76052.0
2023-04-03,1118,717,285.0,37551.049634614516,37553.73613506786,37558.56125249364,37573.0
2023-04-03,1120,710,142.0,36031.61058219461,36043.243156695324,36048.85047817015,42579.0
2023-04-03,1096,739,377.0,47098.29926685962,47101.76327655739,47154.124570660686,69821.0
2023-04-03,1112,740,190.0,17191.65688232779,18642.198962841776,22468.865391581065,51055.0
2023-04-03,1104,715,143.0,14833.810861650594,17067.614447110507,21365.362705771073,45089.0
2023-04-03,1119,764,1262.0,17411.39498714807,19037.366236262842,22539.479223598006,36932.0
2023-04-03,1116,728,5446.0,15867.633018187922,17565.39384211951,20762.329704341675,85236.0
2023-04-03,1117,736,819.0,17976.600031503145,20410.239647844835,22342.241250263905,37681.0
2023-04-03,1102,706,2820.0,17830.524495557547,20997.401154482963,23604.52195113485,65965.0
2023-04-03,1098,741,4068.0,17828.7985625214,21220.74756099333,23040.90143111459,47577.0
2023-04-03,1090,745,47.0,49480.930619742445,49495.07345383261,49503.24637411218,76037.0
2023-04-03,1114,717,1707.0,17515.73644235757,18626.973069932705,21612.33842518731,38839.0
2023-04-03,1095,740,1839.0,16613.192283767083,18729.026961995194,22517.60065639279,45463.0
2023-04-03,1097,732,125.0,18277.86676823509,21142.173563176195,23005.194677198284,77852.0
2023-04-04,1112,722,221.0,17127.678374302366,18585.582847087062,22468.7156722073,51071.0
2023-04-04,1094,708,1314.0,16711.945216314107,17989.287151064487,21323.024119759426,44688.0
2023-04-04,1093,722,78.0,48537.147302698075,48575.19100031195,48577.831534876146,48586.0
2023-04-04,1115,767,1379.0,15018.802100394225,17036.31378435652,21255.672672718465,38139.0
2023-04-04,1099,751,507.0,15327.781895246078,18085.48755473068,22944.94935679673,76084.0
2023-04-04,1092,703,78.0,48923.98828405885,48932.11676145973,48937.609674109495,60081.0
2023-04-04,1106,740,3222.0,16448.81666963973,18420.55768818515,21312.944055169017,76574.0
2023-04-04,1120,724,172.0,36061.41843374753,36066.90266557498,36072.812015991214,36081.0
2023-04-04,1090,742,63.0,49524.234053304375,49517.99407464263,49531.987388005924,76641.0
2023-04-04,1108,740,127.0,16966.42990703186,20003.988089888466,22505.61987417184,41646.0
2023-04-04,1113,743,47.0,38509.38059964319,38517.17221410915,38523.66704048017,68458.0
2023-04-04,1102,721,3194.0,17421.922955282185,20954.112249823003,23647.45603789417,71165.0
2023-04-04,1110,702,126.0,17311.84628213171,18612.600664986498,22606.542900100783,63290.0
2023-04-04,1111,741,174.0,39456.50506549861,39472.05164448279,39478.44440909308,39490.0
